image_name,label
694556208,Positive
694556209,Positive
694556210,Neutral
694556211,Negative
694556212,Positive
694556213,Neutral
694556214,Neutral
694556215,Positive
694556216,Neutral
694556217,Neutral
694556218,Positive
694556219,Negative
694556220,Positive
694556221,Neutral
694556222,Positive
694556223,Neutral
694556224,Positive
694556225,Positive
694556226,Positive
694556227,Neutral
694556228,Positive
694556229,Negative
694556230,positive
694556231,Negative
694556232,Neutral
694556233,Negative
694556234,Positive
694556235,Neutral
694556236,Positive
694556237,Neutral
694556238,Neutral
694556239,Positive
694556240,Positive
694556241,Neutral
694556242,Positive
694556243,Positive
694556244,Positive
694556245,positive
694556246,Neutral
694556247,Positive
694556248,Negative
694556249,Neutral
694556250,Positive
694556251,Positive
694556252,Positive
694556253,Neutral
694556254,Positive
694556255,Positive
694556256,Positive
694556257,Positive
694556258,Neutral
694556259,negative
694556260,Positive
694556261,Positive
694556262,Neutral
694556263,Neutral
694556264,Neutral
694556265,Negative
694556266,Positive
694556267,Positive
694556268,Positive
694556269,Positive
694556270,Neutral
694556271,Neutral
694556272,Neutral
694556273,Neutral
694556274,Positive
694556275,Neutral
694556276,Positive
694556277,Neutral
694556278,Neutral
694556279,Negative
694556280,Positive
694556281,Positive
694556282,Neutral
694556283,positive
694556284,Negative
694556285,Positive
694556286,Positive
694556287,Positive
694556288,Neutral
694556289,Positive
694556290,Positive
694556291,Neutral
694556292,Positive
694556293,Neutral
694556294,Positive
694556295,Negative
694556296,positive
694556297,Positive
694556298,Neutral
694556299,Neutral
694556300,Positive
694556301,Positive
694556302,Neutral
694556303,Positive
694556304,Positive
694556305,Positive
694556306,Neutral
694556307,Positive
694556308,Positive
694556309,Negative
694556310,Positive
694556311,Positive
694556312,Positive
694556313,Positive
694556314,Positive
694556315,Positive
694556316,Negative
694556317,Positive
694556318,Positive
694556319,Negative
694556320,Negative
694556321,Neutral
694556322,Negative
694556323,Negative
694556324,Positive
694556325,Neutral
694556326,Neutral
694556327,Positive
694556328,Positive
694556329,Positive
694556330,Negative
694556331,Positive
694556332,positive
694556333,Negative
694556334,Neutral
694556335,Neutral
694556336,Positive
694556337,Positive
694556338,Positive
694556339,negative
694556340,Positive
694556341,Positive
694556342,Neutral
694556343,Positive
694556344,Positive
694556345,Positive
694556346,Positive
694556347,Neutral
694556348,Neutral
694556349,Neutral
694556350,Positive
694556351,Negative
694556352,Positive
694556353,Neutral
694556354,Positive
694556355,Positive
694556356,Negative
694556357,Positive
694556358,Positive
694556359,Neutral
694556360,Positive
694556361,Positive
694556362,Neutral
694556363,Positive
694556364,Positive
694556365,Neutral
694556366,Negative
694556367,Positive
694556368,Neutral
694556369,Positive
694556370,Positive
694556371,Neutral
694556372,Positive
694556373,Positive
694556374,Positive
694556375,Positive
694556376,Neutral
694556377,positive
694556378,Positive
694556379,Negative
694556380,Positive
694556381,Positive
694556382,Negative
694556383,Positive
694556384,Positive
694556385,Positive
694556386,Positive
694556387,Positive
694556388,Neutral
694556389,Positive
694556390,Positive
694556391,Positive
694556392,Positive
694556393,Neutral
694556394,Positive
694556395,Neutral
694556396,Positive
694556397,Neutral
694556398,Positive
694556399,Positive
694556400,positive
694556401,Positive
694556402,Positive
694556403,Positive
694556404,Positive
694556405,Positive
694556406,Positive
694556407,Positive
694556408,Positive
694556409,Neutral
694556410,Positive
694556411,Positive
694556412,Positive
694556413,Positive
694556414,Positive
694556415,Positive
694556416,Neutral
694556417,Positive
694556418,Neutral
694556419,Positive
694556420,Neutral
694556421,Positive
694556422,Positive
694556423,Neutral
694556424,Neutral
694556425,Positive
694556426,Neutral
694556427,Neutral
694556428,Positive
694556429,Positive
694556430,Positive
694556431,Positive
694556432,Positive
694556433,Neutral
694556434,Negative
694556435,Positive
694556436,Positive
694556437,Positive
694556438,Neutral
694556439,Positive
694556440,Positive
694556441,Neutral
694556442,Positive
694556443,Positive
694556444,Positive
694556445,Neutral
694556446,Positive
694556447,Positive
694556448,Positive
694556449,Positive
694556450,Neutral
694556451,Positive
694556452,Positive
694556453,Negative
694556454,Negative
694556455,Positive
694556456,Positive
694556457,Positive
694556458,Positive
694556459,Positive
694556460,Positive
694556461,Positive
694556462,Positive
694556463,Neutral
694556464,Neutral
694556465,Neutral
694556466,Positive
694556467,Positive
694556468,Negative
694556469,Positive
694556470,Positive
694556471,Neutral
694556472,Neutral
694556473,Positive
694556474,Neutral
694556475,Positive
694556476,Positive
694556477,positive
694556478,Negative
694556479,Neutral
694556480,Positive
694556481,Neutral
694556482,Positive
694556483,Positive
694556484,Neutral
694556485,Neutral
694556486,Neutral
694556487,Neutral
694556488,Positive
694556489,positive
694556490,Negative
694556491,Positive
694556492,negative
694556493,Negative
694556494,Negative
694556495,Negative
694556496,Positive
694556497,Positive
694556498,Neutral
694556499,Negative
694556500,Negative
694556501,Positive
694556502,Neutral
694556503,Positive
694556504,Positive
694556505,Negative
694556506,Positive
694556507,Neutral
694556508,Neutral
694556509,Neutral
694556510,Neutral
694556511,Positive
694556512,Neutral
694556513,Positive
694556514,Positive
694556515,Positive
694556516,Positive
694556517,Neutral
694556518,Positive
694556519,Neutral
694556520,Positive
694556521,Positive
694556522,positive
694556523,Positive
694556524,Neutral
694556525,Positive
694556526,Positive
694556527,Neutral
694556528,Positive
694556529,Positive
694556530,Positive
694556531,Negative
694556532,Negative
694556533,Negative
694556534,Positive
694556535,Positive
694556536,Positive
694556537,Positive
694556538,Positive
694556539,Positive
694556540,Positive
694556541,Positive
694556542,Neutral
694556543,Negative
694556544,Neutral
694556545,Positive
694556546,Positive
694556547,positive
694556548,positive
694556549,Neutral
694556550,Positive
694556551,Negative
694556552,Negative
694556553,Positive
694556554,Positive
694556555,Positive
694556556,Positive
694556557,positive
694556558,Positive
694556559,Positive
694556560,Positive
694556561,Positive
694556562,Positive
694556563,Positive
694556564,Positive
694556565,Neutral
694556566,Neutral
694556567,Positive
694556568,Positive
694556569,Positive
694556570,Positive
694556571,Positive
694556572,Positive
694556573,Neutral
694556574,Neutral
694556575,Positive
694556576,Positive
694556577,Positive
694556578,Positive
694556579,Positive
694556580,Positive
694556581,Positive
694556582,positive
694556583,Positive
694556584,Positive
694556585,Neutral
694556586,negative
694556587,Neutral
694556588,Positive
694556589,Positive
694556590,Positive
694556591,Negative
694556592,positive
694556593,Neutral
694556594,Negative
694556595,Negative
694556596,Negative
694556597,Neutral
694556598,Neutral
694556599,Positive
694556600,Positive
694556601,Positive
694556602,Neutral
694556603,Positive
694556604,Positive
694556605,Negative
694556606,Positive
694556607,Positive
694556608,Neutral
694556609,Positive
694556610,Positive
694556611,Neutral
694556612,Negative
694556613,Neutral
694556614,Positive
694556615,Positive
694556616,Positive
694556617,Neutral
694556618,Neutral
694556619,Neutral
694556620,Neutral
694556621,Neutral
694556622,Negative
694556623,Positive
694556624,Neutral
694556625,Neutral
694556626,Positive
694556627,Negative
694556628,Positive
694556629,Positive
694556630,Neutral
694556631,Positive
694556632,Neutral
694556633,Neutral
694556634,Neutral
694556635,Negative
694556636,Negative
694556637,Positive
694556638,Neutral
694556639,Positive
694556640,Negative
694556641,Neutral
694556642,Neutral
694556643,Positive
694556644,Positive
694556645,Neutral
694556646,Positive
694556647,Positive
694556648,Negative
694556649,negative
694556650,Positive
694556651,Neutral
694556652,Neutral
694556653,Positive
694556654,Positive
694556655,Positive
694556656,Negative
694556657,Positive
694556658,Neutral
694556659,Negative
694556660,negative
694556661,Neutral
694556662,Negative
694556663,Positive
694556664,Neutral
694556665,Negative
694556666,Positive
694556667,Neutral
694556668,Neutral
694556669,Positive
694556670,Neutral
694556671,Positive
694556672,Positive
694556673,Neutral
694556674,Neutral
694556675,Negative
694556676,Negative
694556677,Positive
694556678,negative
694556679,Neutral
694556680,Positive
694556681,Neutral
694556682,Positive
694556683,Positive
694556684,positive
694556685,Neutral
694556686,Neutral
694556687,Positive
694556688,Positive
694556689,Neutral
694556690,Neutral
694556691,Neutral
694556692,Positive
694556693,Neutral
694556694,Positive
694556695,Negative
694556696,Positive
694556697,Positive
694556698,Positive
694556699,Positive
694556700,Positive
694556701,Positive
694556702,negative
694556703,Negative
694556704,Negative
694556705,Positive
694556706,Positive
694556707,Positive
694556708,Positive
694556709,Positive
694556710,Positive
694556711,Negative
694556712,Positive
694556713,Neutral
694556714,Negative
694556715,Positive
694556716,Negative
694556717,Neutral
694556718,Positive
694556719,Positive
694556720,Positive
694556721,Positive
694556722,Positive
694556723,Positive
694556724,Negative
694556725,Positive
694556726,Positive
694556727,Negative
694556728,Positive
694556729,Positive
694556730,Positive
694556731,Neutral
694556732,Negative
694556733,Positive
694556734,Positive
694556735,Positive
694556736,Positive
694556737,Positive
694556738,Neutral
694556739,Positive
694556740,Neutral
694556741,Neutral
694556742,Negative
694556743,Neutral
694556744,Negative
694556745,Positive
694556746,Neutral
694556747,Positive
694556748,Neutral
694556749,Positive
694556750,Positive
694556751,Positive
694556752,Neutral
694556753,Positive
694556754,Neutral
694556755,Positive
694556756,negative
694556757,Positive
694556758,Negative
694556759,Positive
694556760,Positive
694556761,Positive
694556762,Negative
694556763,Neutral
694556764,Negative
694556765,Positive
694556766,Positive
694556767,Positive
694556768,Positive
694556769,Positive
694556770,Positive
694556771,Positive
694556772,Neutral
694556773,Neutral
694556774,Positive
694556775,Positive
694556776,Positive
694556777,Positive
694556778,Positive
694556779,Positive
694556780,Neutral
694556781,Positive
694556782,Negative
694556783,Positive
694556784,Positive
694556785,Negative
694556786,Positive
694556787,Neutral
694556788,Positive
694556789,Positive
694556790,Positive
694556791,Neutral
694556792,Positive
694556793,Positive
694556794,Positive
694556795,Positive
694556796,Positive
694556797,positive
694556798,Positive
694556799,negative
694556800,Negative
694556801,Positive
694556802,Negative
694556803,Positive
694556804,Positive
694556805,Neutral
694556806,Neutral
694556807,positive
694556808,Positive
694556809,Negative
694556810,Positive
694556811,Positive
694556812,Neutral
694556813,Neutral
694556814,positive
694556815,Neutral
694556816,Positive
694556817,Neutral
694556818,Positive
694556819,positive
694556820,Neutral
694556821,Positive
694556822,Positive
694556823,Positive
694556824,Positive
694556825,Positive
694556826,Positive
694556827,Positive
694556828,Negative
694556829,Positive
694556830,Negative
694556831,Positive
694556832,Positive
694556833,Positive
694556834,Positive
694556835,Neutral
694556836,Negative
694556837,Neutral
694556838,Neutral
694556839,Positive
694556840,Positive
694556841,Positive
694556842,Positive
694556843,Positive
694556844,Positive
694556845,Positive
694556846,Neutral
694556847,positive
694556848,Positive
694556849,Positive
694556850,Positive
694556851,Positive
694556852,Positive
694556853,Neutral
694556854,Positive
694556855,Positive
694556856,Positive
694556857,Positive
694556858,Positive
694556859,Positive
694556860,Positive
694556861,Positive
694556862,Neutral
694556863,Positive
694556864,Positive
694556865,negative
694556866,negative
694556867,Positive
694556868,Positive
694556869,Positive
694556870,Negative
694556871,Positive
694556872,Positive
694556873,Negative
694556874,Neutral
694556875,Negative
694556876,Positive
694556877,Positive
694556878,Neutral
694556879,Positive
694556880,Positive
694556881,Negative
694556882,Positive
694556883,Positive
694556884,Positive
694556885,Neutral
694556886,Positive
694556887,Positive
694556888,Neutral
694556889,Neutral
694556890,Positive
694556891,Positive
694556892,Neutral
694556893,Positive
694556894,Positive
694556895,Positive
694556896,Negative
694556897,Negative
694556898,Negative
694556899,positive
694556900,Neutral
694556901,Positive
694556902,Positive
694556903,Neutral
694556904,Positive
694556905,Positive
694556906,Positive
694556907,Positive
694556908,Neutral
694556909,Neutral
694556910,Positive
694556911,Positive
694556912,Negative
694556913,Positive
694556914,Positive
694556915,Positive
694556916,Neutral
694556917,Positive
694556918,Positive
694556919,Positive
694556920,Positive
694556921,Positive
694556922,Positive
694556923,Neutral
694556924,Negative
694556925,Neutral
694556926,Neutral
694556927,positive
694556928,Negative
694556929,Positive
694556930,Positive
694556931,Positive
694556932,Neutral
694556933,Negative
694556934,Positive
694556935,Positive
694556936,Positive
694556937,Positive
694556938,Positive
694556939,Positive
694556940,Negative
694556941,Positive
694556942,Positive
694556943,Positive
694556944,Neutral
694556945,Positive
694556946,Positive
694556947,Positive
694556948,Negative
694556949,Neutral
694556950,Positive
694556951,Positive
694556952,Neutral
694556953,Positive
694556954,Neutral
694556955,Neutral
694556956,Positive
694556957,Negative
694556958,Neutral
694556959,Positive
694556960,Positive
694556961,Negative
694556962,Positive
694556963,Positive
694556964,Positive
694556965,Neutral
694556966,Neutral
694556967,Neutral
694556968,Neutral
694556969,Positive
694556970,Positive
694556971,Neutral
694556972,Positive
694556973,Positive
694556974,Positive
694556975,Neutral
694556976,Positive
694556977,Positive
694556978,Neutral
694556979,Positive
694556980,Positive
694556981,Positive
694556982,Neutral
694556983,Positive
694556984,Neutral
694556985,Positive
694556986,Neutral
694556987,Neutral
694556988,Neutral
694556989,Positive
694556990,Neutral
694556991,Neutral
694556992,Positive
694556993,Positive
694556994,Positive
694556995,Neutral
694556996,Positive
694556997,Positive
694556998,Positive
694556999,Positive
694557000,Neutral
694557001,Positive
694557002,Positive
694557003,Positive
694557004,Positive
694557005,negative
694557006,Positive
694557007,Negative
694557008,Positive
694557009,Neutral
694557010,positive
694557011,Positive
694557012,Neutral
694557013,Neutral
694557014,Positive
694557015,positive
694557016,Neutral
694557017,Neutral
694557018,Positive
694557019,Positive
694557020,Neutral
694557021,Negative
694557022,Neutral
694557023,Positive
694557024,Neutral
694557025,Positive
694557026,Positive
694557027,Positive
694557028,Neutral
694557029,Neutral
694557030,Positive
694557031,Neutral
694557032,Positive
694557033,Neutral
694557034,Positive
694557035,Negative
694557036,Neutral
694557037,Positive
694557038,Neutral
694557039,Neutral
694557040,Positive
694557041,Positive
694557042,Negative
694557043,Positive
694557044,Positive
694557045,Neutral
694557046,Neutral
694557047,Neutral
694557048,Positive
694557049,Positive
694557050,Positive
694557051,Neutral
694557052,positive
694557053,Neutral
694557054,Positive
694557055,Positive
694557056,Positive
694557057,Positive
694557058,Positive
694557059,Positive
694557060,Neutral
694557061,Negative
694557062,Positive
694557063,Positive
694557064,Positive
694557065,Neutral
694557066,Neutral
694557067,Positive
694557068,Positive
694557069,Positive
694557070,Neutral
694557071,Positive
694557072,Neutral
694557073,Positive
694557074,Positive
694557075,Neutral
694557076,Positive
694557077,Positive
694557078,Positive
694557079,Positive
694557080,Positive
694557081,Positive
694557082,Negative
694557083,Neutral
694557084,Neutral
694557085,Positive
694557086,Positive
694557087,Positive
694557088,Positive
694557089,Positive
694557090,Positive
694557091,Positive
694557092,Neutral
694557093,Neutral
694557094,Positive
694557095,Neutral
694557096,Neutral
694557097,Negative
694557098,Neutral
694557099,Negative
694557100,Neutral
694557101,Neutral
694557102,Negative
694557103,Positive
694557104,Positive
694557105,Positive
694557106,Neutral
694557107,Positive
694557108,Positive
694557109,Positive
694557110,Neutral
694557111,Positive
694557112,Positive
694557113,Positive
694557114,Negative
694557115,Positive
694557116,Positive
694557117,Neutral
694557118,Positive
694557119,Positive
694557120,Neutral
694557121,Positive
694557122,Neutral
694557123,Neutral
694557124,Positive
694557125,Positive
694557126,Positive
694557127,Neutral
694557128,Positive
694557129,Neutral
694557130,Positive
694557131,Positive
694557132,Neutral
694557133,Positive
694557134,Positive
694557135,Positive
694557136,Negative
694557137,Positive
694557138,Positive
694557139,Positive
694557140,Neutral
694557141,Neutral
694557142,Positive
694557143,Negative
694557144,Positive
694557145,Positive
694557146,Positive
694557147,Neutral
694557148,Neutral
694557149,Positive
694557150,Positive
694557151,Negative
694557152,Positive
694557153,Negative
694557154,Negative
694557155,Positive
694557156,Positive
694557157,Positive
694557158,Neutral
694557159,Positive
694557160,Positive
694557161,Positive
694557162,Negative
694557163,Negative
694557164,Positive
694557165,Negative
694557166,Neutral
694557167,Positive
694557168,Positive
694557169,Positive
694557170,Negative
694557171,Positive
694557172,Positive
694557173,Positive
694557174,Positive
694557175,Neutral
694557176,Negative
694557177,Positive
694557178,Positive
694557179,Neutral
694557180,Positive
694557181,Negative
694557182,Negative
694557183,Positive
694557184,Neutral
694557185,Positive
694557186,Negative
694557187,Negative
694557188,Neutral
694557189,Positive
694557190,Negative
694557191,Positive
694557192,Neutral
694557193,Positive
694557194,Positive
694557195,Positive
694557196,Positive
694557197,Neutral
694557198,Positive
694557199,Positive
694557200,Positive
694557201,Neutral
694557202,Positive
694557203,Positive
694557204,Negative
694557205,Positive
694557206,Neutral
694557207,Positive
694557208,positive
694557209,Positive
694557210,Positive
694557211,Negative
694557212,Positive
694557213,Neutral
694557214,Positive
694557215,Positive
694557216,Positive
694557217,Positive
694557218,Positive
694557219,Positive
694557220,Positive
694557221,Neutral
694557222,Positive
694557223,Positive
694557224,Positive
694557225,Positive
694557226,Positive
694557227,Neutral
694557228,Positive
694557229,Positive
694557230,Negative
694557231,Neutral
694557232,Positive
694557233,Neutral
694557234,Positive
694557235,Positive
694557236,Positive
694557237,Positive
694557238,Positive
694557239,Neutral
694557240,Positive
694557241,Neutral
694557242,positive
694557243,Positive
694557244,Positive
694557245,Negative
694557246,Positive
694557247,Positive
694557248,positive
694557249,Positive
694557250,Positive
694557251,Positive
694557252,Positive
694557253,Positive
694557254,Positive
694557255,Negative
694557256,positive
694557257,Positive
694557258,Positive
694557259,Positive
694557260,Positive
694557261,Neutral
694557262,Positive
694557263,Positive
694557264,Positive
694557265,Positive
694557266,Neutral
694557267,Positive
694557268,Neutral
694557269,Positive
694557270,Positive
694557271,Positive
694557272,negative
694557273,negative
694557274,Neutral
694557275,Positive
694557276,Positive
694557277,Positive
694557278,Positive
694557279,Neutral
694557280,Neutral
694557281,Negative
694557282,Neutral
694557283,Neutral
694557284,Negative
694557285,Positive
694557286,positive
694557287,Positive
694557288,Positive
694557289,Positive
694557290,Negative
694557291,Neutral
694557292,Positive
694557293,Positive
694557294,Positive
694557295,Neutral
694557296,negative
694557297,Neutral
694557298,Negative
694557299,Negative
694557300,Negative
694557301,Negative
694557302,Negative
694557303,Negative
694557304,Neutral
694557305,Neutral
694557306,Positive
694557307,Positive
694557308,Positive
694557309,Neutral
694557310,Neutral
694557311,Negative
694557312,Positive
694557313,Positive
694557314,Negative
694557315,Neutral
694557316,Neutral
694557317,Negative
694557318,Neutral
694557319,Negative
694557320,Neutral
694557321,Positive
694557322,Neutral
694557323,Positive
694557324,Positive
694557325,Positive
694557326,Neutral
694557327,Negative
694557328,Negative
694557329,Positive
694557330,Neutral
694557331,Neutral
694557332,positive
694557333,Negative
694557334,Neutral
694557335,Positive
694557336,Positive
694557337,Positive
694557338,Neutral
694557339,negative
694557340,Positive
694557341,Neutral
694557342,Negative
694557343,Negative
694557344,Positive
694557345,Negative
694557346,Negative
694557347,Neutral
694557348,Neutral
694557349,Positive
694557350,Negative
694557351,Positive
694557352,Positive
694557353,Negative
694557354,Positive
694557355,Neutral
694557356,Negative
694557357,Negative
694557358,Negative
694557359,Neutral
694557360,Neutral
694557361,Neutral
694557362,Neutral
694557363,Neutral
694557364,Neutral
694557365,Negative
694557366,Neutral
694557367,Negative
694557368,Negative
694557369,Negative
694557370,Neutral
694557371,Neutral
694557372,Positive
694557373,Neutral
694557374,Negative
694557375,Positive
694557376,Positive
694557377,Neutral
694557378,Positive
694557379,Neutral
694557380,Negative
694557381,Positive
694557382,Positive
694557383,positive
694557384,Positive
694557385,Positive
694557386,Positive
694557387,Positive
694557388,Neutral
694557389,Positive
694557390,Positive
694557391,Positive
694557392,Positive
694557393,Neutral
694557394,Negative
694557395,Negative
694557396,Positive
694557397,Positive
694557398,Positive
694557399,Neutral
694557400,Negative
694557401,Positive
694557402,Positive
694557403,Positive
694557404,Neutral
694557405,Neutral
694557406,Neutral
694557407,Neutral
694557408,Positive
694557409,Positive
694557410,Positive
694557411,Positive
694557412,Neutral
694557413,Neutral
694557414,Positive
694557415,Neutral
694557416,Positive
694557417,Negative
694557418,Neutral
694557419,Positive
694557420,Neutral
694557421,Negative
694557422,Positive
694557423,Neutral
694557424,Negative
694557425,Neutral
694557426,Positive
694557427,Positive
694557428,Neutral
694557429,Neutral
694557430,Positive
694557431,Positive
694557432,Neutral
694557433,Positive
694557434,Positive
694557435,Positive
694557436,Neutral
694557437,Neutral
694557438,Positive
694557439,Positive
694557440,Positive
694557441,Positive
694557442,Positive
694557443,Neutral
694557444,Positive
694557445,Positive
694557446,Neutral
694557447,Positive
694557448,Negative
694557449,Neutral
694557450,Positive
694557451,Negative
694557452,negative
694557453,Positive
694557454,Positive
694557455,Neutral
694557456,Neutral
694557457,Negative
694557458,Neutral
694557459,Positive
694557460,Positive
694557461,Positive
694557462,Neutral
694557463,Positive
694557464,Neutral
694557465,Positive
694557466,Negative
694557467,Negative
694557468,Positive
694557469,Neutral
694557470,Positive
694557471,Positive
694557472,Neutral
694557473,Neutral
694557474,Positive
694557475,Positive
694557476,positive
694557477,Negative
694557478,Positive
694557479,Negative
694557480,Neutral
694557481,Positive
694557482,Neutral
694557483,Neutral
694557484,Positive
694557485,Positive
694557486,Neutral
694557487,Positive
694557488,Neutral
694557489,Neutral
694557490,Positive
694557491,Positive
694557492,Positive
694557493,Positive
694557494,Neutral
694557495,Positive
694557496,Neutral
694557497,Positive
694557498,Negative
694557499,Positive
694557500,Positive
694557501,Neutral
694557502,Negative
694557503,Positive
694557504,Positive
694557505,Positive
694557506,Positive
694557507,Positive
694557508,Positive
694557509,Positive
694557510,Positive
694557511,Positive
694557512,Neutral
694557513,Neutral
694557514,Positive
694557515,Positive
694557516,Positive
694557517,Positive
694557518,Positive
694557519,Positive
694557520,Neutral
694557521,Positive
694557522,Positive
694557523,Neutral
694557524,Positive
694557525,Positive
694557526,Positive
694557527,Positive
694557528,Positive
694557529,Negative
694557530,Neutral
694557531,Positive
694557532,Negative
694557533,Positive
694557534,Negative
694557535,Neutral
694557536,Positive
694557537,Positive
694557538,Positive
694557539,Negative
694557540,Neutral
694557541,Positive
694557542,Positive
694557543,Positive
694557544,Negative
694557545,Negative
694557546,Positive
694557547,Positive
694557548,Neutral
694557549,Neutral
694557550,Neutral
694557551,Neutral
694557552,Neutral
694557553,Neutral
694557554,Neutral
694557555,Positive
694557556,Negative
694557557,Positive
694557558,Negative
694557559,Positive
694557560,Neutral
694557561,Neutral
694557562,Positive
694557563,Positive
694557564,Positive
694557565,Negative
694557566,Neutral
694557567,Positive
694557568,Neutral
694557569,Positive
694557570,Neutral
694557571,Positive
694557572,Neutral
694557573,Positive
694557574,Neutral
694557575,Negative
694557576,Neutral
694557577,Positive
694557578,Neutral
694557579,negative
694557580,Neutral
694557581,positive
694557582,Negative
694557583,Neutral
694557584,Neutral
694557585,Positive
694557586,Positive
694557587,Positive
694557588,Neutral
694557589,Neutral
694557590,Negative
694557591,Positive
694557592,Neutral
694557593,Negative
694557594,Positive
694557595,Negative
694557596,Neutral
694557597,Negative
694557598,Positive
694557599,Positive
694557600,Neutral
694557601,Positive
694557602,Neutral
694557603,Neutral
694557604,Positive
694557605,Positive
694557606,Positive
694557607,Positive
694557608,Positive
694557609,Positive
694557610,Positive
694557611,positive
694557612,Neutral
694557613,Positive
694557614,Positive
694557615,Positive
694557616,Positive
694557617,Positive
694557618,Neutral
694557619,Positive
694557620,Positive
694557621,Positive
694557622,Positive
694557623,Positive
694557624,Neutral
694557625,Positive
694557626,Neutral
694557627,Positive
694557628,Neutral
694557629,Positive
694557630,Positive
694557631,Positive
694557632,Negative
694557633,Neutral
694557634,Negative
694557635,Positive
694557636,Neutral
694557637,negative
694557638,Negative
694557639,Negative
694557640,Neutral
694557641,Negative
694557642,Negative
694557643,Neutral
694557644,Negative
694557645,Negative
694557646,Positive
694557647,Neutral
694557648,Neutral
694557649,Neutral
694557650,Negative
694557651,Negative
694557652,Negative
694557653,Positive
694557654,Negative
694557655,Neutral
694557656,Positive
694557657,Neutral
694557658,Negative
694557659,Negative
694557660,Positive
694557661,Negative
694557662,Negative
694557663,Negative
694557664,Positive
694557665,Negative
694557666,Positive
694557667,Negative
694557668,Neutral
694557669,Neutral
694557670,Positive
694557671,Neutral
694557672,Positive
694557673,Positive
694557674,Positive
694557675,Positive
694557676,Neutral
694557677,Positive
694557678,Positive
694557679,Negative
694557680,Neutral
694557681,Positive
694557682,Neutral
694557683,Negative
694557684,Positive
694557685,Positive
694557686,Positive
694557687,Neutral
694557688,Neutral
694557689,Positive
694557690,Neutral
694557691,Positive
694557692,Positive
694557693,Neutral
694557694,Neutral
694557695,Neutral
694557696,Positive
694557697,Negative
694557698,Positive
694557699,Negative
694557700,Positive
694557701,Positive
694557702,Neutral
694557703,Neutral
694557704,Positive
694557705,Positive
694557706,Positive
694557707,positive
694557708,Positive
694557709,Positive
694557710,Positive
694557711,Negative
694557712,Neutral
694557713,Positive
694557714,Neutral
694557715,Positive
694557716,Negative
694557717,Positive
694557718,Positive
694557719,Negative
694557720,Neutral
694557721,Positive
694557722,Negative
694557723,Positive
694557724,Neutral
694557725,Positive
694557726,Positive
694557727,Neutral
694557728,Positive
694557729,Positive
694557730,positive
694557731,Positive
694557732,Positive
694557733,Positive
694557734,Neutral
694557735,Positive
694557736,Positive
694557737,Positive
694557738,positive
694557739,Positive
694557740,Positive
694557741,Positive
694557742,Positive
694557743,Positive
694557744,Positive
694557745,Positive
694557746,Positive
694557747,Positive
694557748,Neutral
694557749,Neutral
694557750,Neutral
694557751,positive
694557752,Neutral
694557753,Positive
694557754,Positive
694557755,Positive
694557756,Neutral
694557757,Neutral
694557758,Neutral
694557759,negative
694557760,Positive
694557761,Neutral
694557762,Positive
694557763,Positive
694557764,Neutral
694557765,Neutral
694557766,Negative
694557767,Positive
694557768,Negative
694557769,Neutral
694557770,Positive
694557771,Positive
694557772,Positive
694557773,Neutral
694557774,Positive
694557775,Neutral
694557776,Positive
694557777,Positive
694557778,Positive
694557779,Positive
694557780,Positive
694557781,Positive
694557782,Negative
694557783,Negative
694557784,Negative
694557785,Negative
694557786,Negative
694557787,Positive
694557788,Positive
694557789,Negative
694557790,Positive
694557791,Negative
694557792,Neutral
694557793,Positive
694557794,Neutral
694557795,Negative
694557796,Positive
694557797,Positive
694557798,Negative
694557799,Neutral
694557800,Neutral
694557801,Positive
694557802,Positive
694557803,Positive
694557804,Positive
694557805,Negative
694557806,Neutral
694557807,Neutral
694557808,positive
694557809,Positive
694557810,Positive
694557811,Neutral
694557812,Neutral
694557813,Positive
694557814,Neutral
694557815,Neutral
694557816,Negative
694557817,Neutral
694557818,Neutral
694557819,Neutral
694557820,Positive
694557821,positive
694557822,Positive
694557823,Neutral
694557824,Positive
694557825,Positive
694557826,Positive
694557827,Neutral
694557828,Positive
694557829,Positive
694557830,Positive
694557831,Neutral
694557832,Neutral
694557833,positive
694557834,Positive
694557835,Positive
694557836,Neutral
694557837,Neutral
694557838,Neutral
694557839,Neutral
694557840,Negative
694557841,Positive
694557842,Negative
694557843,Positive
694557844,Positive
694557845,Positive
694557846,Neutral
694557847,Positive
694557848,Neutral
694557849,Neutral
694557850,Positive
694557851,Positive
694557852,Positive
694557853,Positive
694557854,Positive
694557855,Positive
694557856,Positive
694557857,negative
694557858,Neutral
694557859,negative
694557860,Positive
694557861,positive
694557862,Negative
694557863,Positive
694557864,Positive
694557865,Positive
694557866,Negative
694557867,Neutral
694557868,Positive
694557869,Positive
694557870,Neutral
694557871,Neutral
694557872,Positive
694557873,Neutral
694557874,Neutral
694557875,Neutral
694557876,Neutral
694557877,Positive
694557878,Neutral
694557879,Positive
694557880,Neutral
694557881,Positive
694557882,Negative
694557883,Negative
694557884,Neutral
694557885,Positive
694557886,Neutral
694557887,Positive
694557888,Negative
694557889,Positive
694557890,Neutral
694557891,Neutral
694557892,Neutral
694557893,negative
694557894,Negative
694557895,Negative
694557896,Positive
694557897,Neutral
694557898,Neutral
694557899,Positive
694557900,Negative
694557901,Negative
694557902,Negative
694557903,Positive
694557904,Positive
694557905,Positive
